"TOA5","CR1000","CR1000","51714","CR1000.Std.32.03","CPU:Experimento3.CR1","37385","saida1min"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","termopar_Avg","PT100_Avg","Rs_Avg"
"TS","RN","","","","",""
"","","Min","Smp","Avg","Avg","Avg"
"2022-06-23 09:56:00",78,12.52,20.64,32.58,33.28,112.8
"2022-06-23 09:57:00",79,12.53,20.64,32.44,33.28,112.8
"2022-06-23 09:58:00",80,12.52,20.64,32.32,32.84,112.6
"2022-06-23 09:59:00",81,12.53,20.64,32.2,32.4,112.5
"2022-06-23 10:00:00",82,12.52,20.64,35.01,33.97,113.1
"2022-06-23 10:01:00",83,12.53,20.64,39.97,40.87,115.7
"2022-06-23 10:02:00",84,12.53,20.64,40.55,41.89,116.1
"2022-06-23 10:03:00",85,12.52,20.64,40.79,42.33,116.3
"2022-06-23 10:04:00",86,12.52,20.64,40.9,42.33,116.3
"2022-06-23 10:05:00",87,12.52,20.64,40.97,42.33,116.3
"2022-06-23 10:06:00",88,12.52,20.66,40.92,42.33,116.3
"2022-06-23 10:07:00",89,12.52,20.69,40.89,42.2,116.2
"2022-06-23 10:08:00",90,12.52,20.69,40.72,41.64,116
"2022-06-23 10:09:00",91,12.52,20.69,40.23,41.43,115.9
"2022-06-23 10:10:00",92,12.52,20.69,39.89,41.43,115.9
"2022-06-23 10:11:00",93,12.53,20.72,39.65,40.85,115.7
"2022-06-23 10:12:00",94,12.52,20.74,39.41,40.52,115.6
"2022-06-23 10:13:00",95,12.53,20.74,39.28,40.52,115.6
